,email,label
2530,suppliers of computers printers etc consumables central data supplies NUMBER middleton road banbury oxon oxNUMBER NUMBERqj tel NUMBER NUMBER fax NUMBER NUMBER est NUMBER good afternoon please find below the pricing and specification of the laptops which currently have available in stock for immediate despatch ibm thinkpad NUMBERel laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER tft display sound speakers no modem no cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER ibm thinkpad NUMBERl laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER tft display sound speakers no modem no cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER ibm thinkpad NUMBER laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER tft display usb irda sound speakers internal NUMBERk modem no cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER ibm thinkpad NUMBER laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER tft display usb irda sound speakers no modem internal cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER ibm thinkpad NUMBERx laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER tft display usb irda sound speakers internal NUMBERk modem external cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER ibm thinkpad NUMBERx laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBER NUMBERgb hard drive NUMBER NUMBER tft display usb irda sound speakers internal NUMBERk modem internal cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER toshiba NUMBERct laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER tft display usb irda sound speakers internal NUMBERk modem docking station including NUMBER NUMBER floppy drive and cd rom drive NUMBER months warranty NUMBER ibm tNUMBER laptop computer stock ref NUMBER intel pentium NUMBER NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER xga tft display usb irda sound speakers internal NUMBERk modem no cd rom drive internal NUMBER NUMBER floppy drive NUMBER months warranty NUMBER dell cNUMBER laptop computer stock ref NUMBER intel celeron NUMBERmhz processor NUMBERmb ram NUMBERgb hard drive NUMBER NUMBER xga tft display usb irda sound speakers internal NUMBERk modem internal cd rom drive external NUMBER NUMBER floppy drive NUMBER months warranty NUMBER other specifications are available so if the spec you require is not listed please do not hesitate to call our sales team on NUMBER NUMBER for other models if you do not wish to recieve special offer emails of this kind please reply with remove in the subject and you will be taken off our mailing list all prices are ex vat for and on behalf of central data supplies peter cutress beng hons dis aicheme sales manager e oe irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,1
811, the problem is that politics have gotten so muddied nowadays that shouting down and unpeaceably disrupting political rallies that you don t agree with has become common practice the courts have constantly ruled that there are some restrictions on the first amendment they teach you that your very first year of law school i don t think politics is any muddier people are becoming increasingly unethical it s a breakdown in home training bill ,0
237,martin adamson wrote and we know how unbiased memri is don t we oh of course you re right any information not coming from a source that fits your pre conceived world view can simply be dismissed out of hand martin for goddess sake martin that seems to be exactly what you re doing you started your reply to tim s posting of the guardian article by suggesting that it was factually inaccurate did you actually read it or did you just assume that if the grauniad writes about a muslim extremist they must be making him out as an all round nice guy stewart stewart smith scottish microelectronics centre university of edinburgh URL yahoo groups sponsor NUMBER dvds free s p join now URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
2928,our delightful garden ornaments combine the finest craftsmanship in woodworking with the lastest technology in paints and hardware http www gardenornaments adv URL we are the world s biggest whirligig maker sincerely studio t inc usa the home of heller whirligigs remove e mail based commercial communication avoids unnecessary spending on catalogs and paper and helps to preserve valuable natural resources such as forests and oil we do not wish to share our valuable information about whirligigs with those who are not interested should you not wish to receive information from us in the future please click on the following removal link http www gardenornaments adv URL even though our database cleansing might be subject to delay or error we will remove your e mail address permanently from our database however please realize that removal from our database does not guarantee that your e mail address will be deleted from the many other e mail marketers who construct databases themselves by harvesting from web sites or by buying any of the thousands of lists of e mail addresses that are openly for sale on the internet sgossqweylpfdxongtxllytjnmkamyrwrascyl ,1
2768, connecting your business to the world wide web how many shoppers are you losing the figure would amaze you how are you losing them they cannot find your web site a simple equation not being found losing new customers we can change that for only NUMBER NUMBER we will submit your website to over NUMBER major search engines around the world see full list on our web site but more than that we will research the best and most effective meta tags and keywords to use on your web site so that you will rise in the search engine listings so new customers can find you don t lose any more customers let us professionally manage the submission of your web site and get it found and seen on the worlds search engines click on this link click here to discover the power of connecting your business to the world wide web ,1
2542,help wanted we are a NUMBER year old fortune NUMBER company that is growing at a tremendous rate we are looking for individuals who want to work from home this is an opportunity to make an excellent income no experience is required we will train you so if you are looking to be employed from home with a career that has vast opportunities then go URL we are looking for energetic and self motivated people if that is you than click on the link and fill out the form and one of our employement specialist will contact you to be removed from our link simple go to URL NUMBERdonlNUMBER NUMBERdfseNUMBERlgxlNUMBER NUMBERpakmNUMBERjworNUMBER NUMBERpcfqNUMBERxmtwNUMBER NUMBERhucsNUMBERlNUMBER ,1
1385,urban boquist wrote hi matt and thanks for your quick reply matt don t run sa on mails this large that would be fine if i only understood how i should do that i can t find anything in the sa documention that mentions some kind of upper limit for the size of a message what should i put in my user_prefs file i run sa from procmail btw but i can t imagine that procmail would be able to check the size of a message before handing it over to sa that s exactly what it can do NUMBERfw NUMBER spamassassin p this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0
2941,NUMBER need a credit card we ll get one for you URL NUMBER auto loans fast approvals for any credit URL NUMBER are you paying too much for auto insurance find out URL NUMBER get your free credit report URL have a wonderful day offer manager prizemama you are receiving this email because you have opted in to receive email from publisher prizemama to unsubscribe click below URL irish linux users group social events social URL URL for un subscription information list maintainer listmaster URL ,1
1662,i think that when considering deployment a solution that supports all python platforms and not just the l unix crowd is desirable mac and pc users are more apt to be using a commercial mua that s unlikely to offer hooking ability at least not easily as mentioned elsewhere even l unix users may find an mua solution easier to use then getting it added to their mta sysops make programmers look like flaming liberals my notion of a solution for windows outlook has been as guido described a client server client side does popNUMBER imap mapi fetching of which i m only going to implement popNUMBER initially potentially on several hosts spamhams the incoming mail and puts it into one file per message qmail style the mua accesses this ethunk as a server to obtain all the ham spam is retained in the ethunk and a simple viewer would be used for manual oversight on the spam for ultimate rejection and training of spam filter and the ham will go forward after being used for training on the next mua fetch ethunk would sit on a timer for always online users but i am not clear on how to support dialup users with this scheme outbound mail would use a direct path from the mua to the mta hopefully all muas can split the host fetch send url s imo end users are likely to be more intested in n way classification if this is available the simple viewer could be enhanced to support viewing via folders and at least for me the outlook nightmare is over i would use this as my only mua n b according to my recent readings the best n way classifier uses something called a support vector machine svm which is NUMBER NUMBER more accurate then naive bayes nb i wonder if the focus of spambayes ought not to be a classifier that leaves the fetching and feeding of messages to auxillary code that way it could be dropped into whatever harness that suited the user s situation david leblanc seattle wa usa ,0
467, from the hoax or hack dept digital needle a virtual gramophone a reported method to scan yourr old lps on a flat bed scanner and then use the resulting images to make mpNUMBER s of the fine playing conatined therein its all still sketchy to the point of possible hoaxdom but the idea is dang interesting URL ,0
2184,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER talk join the discussion on the web s liveliest talkboards ,0
933,if it s not stateful it wouldn t seem to be worth the effort although i guess it might help with ddos attacks sounds snake oilish to me but i m biased by lots of experience with firewalls and proxy servers and the limitations thereof ken original message from rohit khare mailto khare alumni caltech edu sent tuesday august NUMBER NUMBER NUMBER NUMBER pm to fork URL subject datapower announces xml in silicon no analysis yet don t know what to make of it yet but here s the raw bits for all to peruse and check out what s really going on best rohit datapower delivers xml acceleration device by scott tyler shafer august NUMBER NUMBER NUMBER NUMBER am pt datapower technology on monday unveiled its network device designed specifically to process xml data unlike competing solutions that process xml data in software datapower s device processes the data in hardware a technology achievement that provides greater performance according to company officials the new device dubbed datapower xaNUMBER xml accelerator is the first in a family of products expected from the cambridge mass based startup the datapower family is based on a proprietary processing core technology called xgNUMBER that does the analysis parsing and processing of the xml data according to steve kelly ceo of datapower the xaNUMBER accelerator was conceived to meet the steady adoption of xml the anticipated future proliferation of web services and as a means to share data between two businesses our vision is to build out an xml aware infrastructure kelly said the xaNUMBER is the first of a family kelly explained that converting data into xml increases the file size up to NUMBER times this he said makes processing the data very taxing on application servers datapower believes an inline device is the best alternative in addition to the large file sizes security is also of paramount importance in the world of xml today s firewalls are designed to inspect http traffic only kelly said a soap packet with xml will go straight through a firewall firewalls are blind to xml today future products in datapowers family will focus more specifically on security especially as web services proliferate kelly said according to datapower most existing solutions to offload xml processing are homegrown and done in software an approach the company itself tried initially and found to be inadequate with regards to speed and security after trying the software path the company turned to creating a solution that would process xml in hardware our xgNUMBER execution core converts xml to machine code said kelly adding that to his knowledge no other company s solution does kelly said in the next few months he expects the market to be flooded with technologies that claim to do xml processing claims that he believes will be mostly false other content aware switches such as ssl secure socket layer accelerators and load balancers look at the first NUMBER bytes of a packet while the xaNUMBER provides deeper packet inspection looking at NUMBER NUMBER bytes and thus enabling greater processing of xml data kelly explained the NUMBERu high network device has been tested against a large collection of xml and xsl data types and can learn new flavors of the markup language as they pass through the device the xaNUMBER can be deployed in proxy mode behind a firewall and a load balancer and it will inspect all traffic that passes and will identify and process those packets that are xml kelly said in addition to proxy mode the device can also be used as an application co processor this deployment method gives administrators more granular control over what data is inspected and the application server itself controls the device datapower is not the only company chasing this emerging market startup sarvega based in burr ridge ill introduced the sarvega xpe switch in may and earlier this month tarari an intel spin off launched with a focus on content processing and acceleration the datapower device is now available priced starting at NUMBER NUMBER the company has announced one customer to date and says the product is in field trails at a number of other enterprises datapower has been addressing enterprise networking needs since it was founded in early NUMBER by eugene kuznetsov a technology visionary who foresaw the adverse effects xml and other next generation protocols would have on enterprise networks long before industry interest in xml grew kuznetsov assembled a team of world class m i t engineers and designed the industry s first solutions to address the unique requirements for processing xml the first such solution was a software interpreter called dgxt this software based approach to xml processing is still licensed by many companies for use in their own products today leveraging the detailed knowledge and customer experience gained from developing software based accelerators kuznetsov s team raised the bar and designed a system for processing xml in purpose built hardware in NUMBER datapower s effort produced xml generation three xgNUMBER the industry s fastest technology for xml processing bar none today xgNUMBER technology powers the industry s first wire speed xml network devices enabling secure high speed applications and xml web services while other companies are just now marketing first versions of products datapower is delivering its third generation of technology providing an immediate return on technology investments to industry leading customers and partners datapower s m i t heritage is complemented by a management team that brings decades of experience in the networking and computing industries drawing veteran leaders from several successful companies including akamai argon cascade castle networks sycamore and wellfleet datapower technology secures NUMBER NUMBER million in funding venrock associates mobius venture capital and seed capital back pioneer in xml aware networking for web services cambridge mass july NUMBER NUMBER datapower technology inc the leading provider of xml aware network infrastructure today announced that it has secured NUMBER NUMBER million in series b financing investors for this round include venrock associates mobius venture capital and seed capital partners michael tyrrell of venrock bill burnham of mobius and jeff fagnan of seed capital have joined datapower s board of directors datapower will use this funding to accelerate development marketing and sales of the company s breakthrough technology for xml aware networking founded in NUMBER datapower invented the world s first intelligent xml networking devices capable of transforming xml traffic and transactions at the wire speed enterprises need to effectively embrace web services and other xml centric initiatives datapower s solutions are based on its patent pending xml generation three xgNUMBER technology enterprises are adopting xml at rapid rate to facilitate inter and intra company communications but their network infrastructure is ill prepared to support the requirements of this new traffic type datapower s xml acceleration devices enable the wirespeed processing of xml that is required to support next generation enterprise applications said eugene kuznetsov cto and founder of datapower technology datapower gives companies the ability to use xml that s critical to web services projects without sacrificing an ounce of performance a single datapower acceleration engine delivers the processing power of NUMBER servers breaking the performance bottleneck associated with xml processing and delivering an extraordinary return on investment in addition the datapower platform provides enhanced xml security protection against xml based denial of service attacks connection of e business protocols for incompatible xml data streams load balancing between back end servers and real time statistics reports in the post bubble economy technology investment decisions require laser focused scrutiny datapower s patent pending technology addresses a very real and growing pain point for enterprises said michael tyrrell of venrock associates by turbo charging their networks with datapower s unique xml aware networking technology companies will be free to adopt next generation web services without encountering performance and security pitfalls we looked long and hard for a company capable of addressing the rapidly growing problems surrounding xml message processing performance and security said bill burnham of mobius venture capital datapower is on their third generation of technology their patent pending xml generation three xgNUMBER technology was quite simply the single most compelling technology solution we have seen to date xml is not a nice to have it is a must have for enterprises serious about optimizing application efficiency since NUMBER datapower has been developing solutions to facilitate enterprise use of xml and web services said jeff fagnan of seed capital partners datapower s xml acceleration devices are a key requirement for enterprises that rely on xml for mission critical applications about venrock associates venrock associates was founded as the venture capital arm of the rockefeller family and continues a tradition of funding entrepreneurs that now spans over seven decades laurance s rockefeller pioneered early stage venture financing in the NUMBERs with over NUMBER investments over a span of more than NUMBER years the firm has an established a track record of identifying and supporting promising early stage technology based enterprises as one of most experienced venture firms in the united states venrock maintains a tradition of collaboration with talented entrepreneurs to establish successful enduring companies venrock s continuing goal is to create long term value by assisting entrepreneurs in building companies from the formative stages their consistent focus on information technology and life sciences related opportunities provides a reservoir of knowledge and a network of contacts that have proven to be a catalyst for the growth of developing organizations venrock s investments have included checkpoint software usinternetworking caliper technologies illumina niku doubleclick media metrix NUMBERcom intel and apple computer with offices in new york city cambridge ma and menlo park ca venrock is well positioned to respond to opportunities in any locale for more information on venrock associates please visit URL about mobius venture capital mobius venture capital formerly softbank venture capital is a NUMBER NUMBER billion u s based private equity venture capital firm managed by an unparalleled team of former ceos and entrepreneurs technology pioneers senior executives from major technology corporations and leaders from the investment banking community mobius venture capital specializes primarily in early stage investments in the areas of communications systems software and services infrastructure software and services professional services enterprise applications healthcare informatics consumer and small business applications components and emerging technologies mobius venture capital combines its technology expertise and broad financial assets with the industry s best entrepreneurs to create a powerhouse portfolio of over NUMBER of the world s leading high technology companies mobius venture capital can be contacted by visiting their web site URL about seed capital partners seed capital partners is an early stage venture fund affiliated with softbank corporation one of the world s leading internet market forces seed capital manages funds focused primarily on companies addressing internet enabled business to business digital information technology opportunities which are located in the northeastern u s the southeastern region of the province of ontario canada and israel seed capital s portfolio includes spearhead technologies concentric visions and companydna for more information on seed capital partners please visit URL about datapower technology datapower technology provides enterprises with intelligent xml aware network infrastructure to ensure unparalleled performance security and manageability of next generation protocols datapower s patent pending xml generation three xgNUMBER technology powers the industry s first wirespeed xml network devices enabling secure high speed applications and xml web services founded in NUMBER datapower is now delivering its third generation of technology providing immediate return on technology investments to industry leading customers and partners datapower is privately held and based in cambridge ma investors include mobius venture capital seed capital partners and venrock associates contact datapower technology inc kieran taylor NUMBER NUMBER NUMBER kieran URL schwartz communications john moran heather chichakly NUMBER NUMBER NUMBER datapower URL steve kelly chairman and ceo during over twenty years in the technology industry steve kelly has built and managed global enterprise networks provided consulting services to fortune NUMBER businesses and been involved in the launch of several start ups prior to datapower kelly was an entrepreneur in residence at venrock associates and was co founder of castle networks where he led the company s sales service and marketing functions castle was acquired by siemens ag in NUMBER to create unisphere networks which was subsequently purchased by juniper networks kelly was an early contributor at cascade communications where he built and managed the company s core switching business cascade s annual revenues grew from NUMBER million to NUMBER million annually during kelly s tenure kelly also worked at digital equipment corporation where he managed and grew their corporate network to NUMBER NUMBER nodes in NUMBER countries the largest in the world at the time kelly has a b s in information systems from bentley college eugene kuznetsov founder president and cto eugene kuznetsov is a technology visionary that has been working to address enterprise xml issues since the late NUMBERs kuznetsov founded datapower technology inc in NUMBER to provide enterprises with an intelligent xml aware network infrastructure to support next generation applications prior to starting datapower kuznetsov led the java jit compiler effort for microsoft internet explorer for macintosh NUMBER NUMBER he was also part of the team which developed one of the first clean room java vm s this high speed runtime technology was licensed by some of the industry s largest technology companies including apple computer he has consulted to numerous companies and worked on a variety of hardware and software engineering problems in the areas of memory management power electronics optimized execution engines and application integration kuznetsov holds a b s in electrical engineering from mit steve willis vice president of advanced technology steve willis is an accomplished entrepreneur and a pioneer in protocol optimization prior to joining datapower willis was co founder and cto of argon networks a provider of high performance switching routers that was acquired by siemens ag in NUMBER to create unisphere networks unisphere was subsequently purchased by juniper networks before argon steve was vice president of advanced technology at bay networks now nortel networks where he led both ip and atm related technology development and managed a group that generated NUMBER patent applications developed a NUMBER mbps forwarding engine and led the specification of the atm forum s pnni routing protocol most notably steve was co founder original software director and architect for wellfleet communications a leading pioneer of multi protocol routers wellfleet was rated as the fastest growing company in the u s for two consecutive years by fortune magazine willis is currently a member of the institute of electrical and electronics engineers ieee and the internet research task force irtf routing research group willis has a b d i c in computer science from the university of massachusetts bill tao vice president of engineering with a vast understanding of network optimization technologies and extensive experience in lan and wan networking bill tao brings over NUMBER years of critical knowledge to lead datapower s engineering efforts prior to datapower tao was the vice president of engineering for sycamore networks developing a family of metro regional optical network switches he is also well acquainted with network optimization techniques as he was previously vice president of engineering at infolibria where he led development and software quality assurance engineering for a family of network caching products tao has held senior engineering positions at netedge proteon codex and wang tao received a b s in electrical engineering from the university of connecticut and an m s in computer science from the university of illinois kieran taylor director of product marketing kieran taylor has an accomplished record as a marketing professional industry analyst and journalist prior to joining datapower taylor was the director of product management and marketing for akamai technologies nasdaq akam as an early contributor at akamai he helped develop the company s initial positioning and led the technical development and go to market activities for akamai s flagship edgesuite service taylor s early contribution helped position the service provider to secure a NUMBER NUMBER billion ipo he has also held senior marketing management positions at nortel networks inc and bay networks taylor was previously an analyst at telechoice inc and the wide area networks editor for data communications a mcgraw hill publication taylor holds a b a in print journalism from the pennsylvania state university school of communications board of advisors mark hoover mark hoover is president and co founder of acuitive inc a start up accelerator with over NUMBER years experience in the networking industry hoover s expertise spans product development marketing and business development before launching acuitive hoover worked at at t bell laboratories at t computer systems synoptics and bay networks where he played a role in the development of key technologies such as NUMBER baset routing fddi atm ethernet switching firewall internet traffic management and edge wan switch industries george kassabgi currently vice president of engineering at bea systems mr kassabgi has held executive level positions in engineering sales and marketing and has spearheaded leading edge developments in the application server marketplace since NUMBER he is widely known for his regular speaking engagements at javaone as well as columns and contributions in javapro java developer s journal and other publications in addition to being a venerated java expert george kassabgi holds a patent on smartobject technology and authored the technical book progress vNUMBER marshall t rose marshall t rose runs his own firm dover beach consulting inc he formerly held the position of the internet engineering task force ietf area director for network management one of a dozen individuals who oversaw the internet s standardization process rose is the author of several professional texts on subjects such as internet management electronic mail and directory services which have been published in four languages he is well known for his implementations of core internet technologies such as pop smtp and snmp and osi technologies such as x NUMBER and ftam rose received a phd in information and computer science from the university of california irvine in NUMBER ,0
2729,targeted email marketing works there s no way around it no other medium let s you share your offer with more people for less than the cost of a small classified ad we can supply valid targeted emails according to your requirements which are compiled only on your order such as region country field keyword occupation domain name like aol com etc free membership signup today at http NUMBER NUMBER NUMBER NUMBER limited membership this is a one time message you will not be emailed again ,1
521,tom wrote NUMBERk is a number that probably sounds good to some closted homophobe with secret desires to be belle of the balls twinks dinks and dorks this thread sounds to me like someone needs a little luvin i dunno if i d accuse everybody who believes the NUMBERk number of needing a little luvin but i completely believe that this myth has survived because there s a lot of people who need more lovin plus it fits in with a bunch of different archetypes lucas ,0
49,on NUMBER aug NUMBER daniel quinlan wrote dan kohn dan dankohn com writes daniel it s easy enough for you to change the habeas scores yourself on your installation if habeas fails to live up to its promise to only license the warrant mark to non spammers and to place all violators on the hil then i have no doubt that justin and craig will quickly remove us from the next release but you re trying to kill habeas before it has a chance to show any promise i think i ve worked on sa enough to understand that i can localize a score i m just not comfortable with using spamassassin as a vehicle for drumming up your business at the expense of our user base i have to agree here if habeas is going to die just because sa does not support it that s a serious problem with the business model but that is nobody s problem but habeas s a possible solution is for habeas s business model to include some kind of incentive for users of sa to give it the benefit of the doubt i have yet to think of an incentive that fits the bill on thu NUMBER aug NUMBER justin mason wrote i don t see a problem supporting it in spamassassin but i see dan s points high score as far as i can see that s because spamassassin is assigning such high scores to legit newsletters these days and the habeas mark has to bring it down below that imo we have to fix the high scorers anyway no spam ever needs to score over NUMBER in our scoring system NUMBER tagged anyway this is off the topic of the rest of this discussion but amavisd in all its incarnations and mimedefang and several other mta plugins all reject at smtp time messages that scores higher than some threshold often NUMBER if some new release were to start scoring all spam no higher than NUMBER NUMBER there d better be _zero_ fps because all those filters would drop their thresholds to NUMBER on thu NUMBER aug NUMBER michael moncur wrote but i agree that there needs to be more focus on eliminating rules that frequently hit on newsletters if any newsletters actually use the habeas mark that will be one way to help newsletters won t use the mark habeas is priced way too high a factor of at least NUMBER over what the market will bear imo on a per message basis for most typical mailing lists lockergnome say to afford it on thu NUMBER aug NUMBER harold hallikainen wrote habeus has come up with a very clever way to use existing law to battle spam it seems that at some point they could drop the licensing fee to NUMBER or less and make all their income off suing the spammers for copyright infringement sorry that just can t work if the habeas mark actually becomes both widespread enough in non spam and effectively enforced enough to be absent from spam such that e g sa could assign a positive score to messages that do not have it then spammers are out of business and habeas has no one to sue there s nobody left to charge except the people who want or are forced against their will because their mail won t get through otherwise to use the mark conversely if there are enough spammers forging the mark for habeas to make all its income suing them then the mark is useless for the purpose for which it was designed either way it seems to me that after maybe a couple of lawsuits against real spammers and a lot of cease and desist letters to clueless mom pops then either a they re out of business b they have to sell the rights to use the mark to increasingly questionable senders or c they ve both created and monopolized a market for internet postage stamps that everybody has to pay them for the latter would be quite a coup if they could pull it off they do absolutely nothing useful unless you consider threatening people with lawsuits useful yet still collect a fee either directly or indirectly from everyone on the internet effectively we ll be paying them for the privilege of policing their trademark for them i don t believe they ll ever get that far but i don t particularly want to help them make it and i use the term they loosely because the whole company could consist of one lawyer if it really got to that point this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0
639, it seems good ol uncle dave is once again trying to savage anyone that dares to disagree with him it seems ben kevin and bill are making too strong a case so here we dave s attempt to fool you into thinking they re some sort of monsters violent ones no less anyone who works with hemenway or kearney should be aware that these people are nothing less than monsters who will stoop to any level to get their me coughs i m part of the monster club they call me hemenway g morbus iff i assault your sensibilities culture URL and URL tech URL articles and weblog icq NUMBER aim akamorbus yahoo morbus_iff URL morbus ,0
84,on mon NUMBER sep NUMBER russell turpin wrote adam beberg considering NUMBER of the fake job posting i see are for embedded systems or device drivers c still rules the world there is a lot of c in the embedded world with static object allocation and a few other programming techniques performance differences disappear but c gives a boost in development and maintainability agreed not much difference there with c it just doesnt seem as wrong to be crawling around in registers and things quite frankly you cant fit _that_ big of a project into a NUMBERk rom so large project issues dont matter as much in the embedded world and in the realtime space or when you have data coming in at NUMBERgbit sec fibrechannel every cycle does count the real issue is compiler availability almost every embedded platform has c cross compilers many have c compilers but there is still a range of platforms that have the first but not the second or at least that was the story a few years ago definately still very very true c compilers are still a rarity adam l duncan beberg URL beberg URL ,0
2463, hi i was just wondering if anyone experiening difficulty with eircom mail sever i was trying to send mail from mozilla mail but it keeps coming up with this error sorry that domain isnt in my list of allows rcpthosts NUMBER NUMBER NUMBER please check the message recipients and try again what is this all about i am using URL as my smtp and my pop i can recieve mail but i cannot send mail is there any other open relay that i can use i think you ll find it s at eircons end i occasionally have problems sending to a server i use whose admin said it s a known bug for which he had to apply a patch you ll probably want to tell eircon s admins that they need to patch the server and to re do it if they think it s already done sorry for the lame answer but it s been so long i ve forgotten the details have fun jim irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,0
533,john hall wrote why so fast normal terminal velocity is much slower not at NUMBER NUMBER m i found this article URL the last person to try to break the highest free fall record died in the attempt in NUMBER new jersey truck driver nick piantanida suffered catastrophic equipment failure when his facemask blew out at NUMBER NUMBER feet lack of oxygen caused such severe brain damage that he went into a coma and died four months later and in amongst the flash at URL you can discover that he will break the sound barrier at NUMBER NUMBER m presumably reaching top speed somewhere above NUMBER NUMBER owen original message from fork admin URL mailto fork admin URL on behalf of bitbitch URL sent sunday september NUMBER NUMBER NUMBER NUMBER am to robert harley cc fork URL subject re the big jump so uh would this qualify for the darwin awards if he doesn t make it freaking french people bb rh today a french officer called michel fournier is supposed to get in a rh NUMBER metre tall helium balloon ride it up to the edge of space NUMBER km rh altitude and jump out his fall should last NUMBER NUMBER minutes and reach rh speeds of mach NUMBER NUMBER he hopes to open his parachute manually at the rh end although with an automatic backup if he is NUMBER seconds from the rh ground and still hasn t opened it rh r rh obquote rh vederò si averò si grossi li coglioni come ha il re di franza rh let s see if i ve got as much balls as the king of france rh pope julius ii NUMBER january NUMBER best regards bitbitch mailto bitbitch URL ,0
2692,greetings you are receiving this letter because you have expressed an interest in receiving information about online business opportunities if this is erroneous then please accept my most sincere apology this is a one time mailing so no removal is necessary if you ve been burned betrayed and back stabbed by multi level marketing mlm then please read this letter it could be the most important one that has ever landed in your inbox multi level marketing is a huge mistake for most people mlm has failed to deliver on its promises for the past NUMBER years the pursuit of the mlm dream has cost hundreds of thousands of people their friends their fortunes and their sacred honor the fact is that mlm is fatally flawed meaning that it cannot work for most people the companies and the few who earn the big money in mlm are not going to tell you the real story finally there is someone who has the courage to cut through the hype and lies and tell the truth about mlm here s good news there is an alternative to mlm that works and works big if you haven t yet abandoned your dreams then you need to see this earning the kind of income you ve dreamed about is easier than you think with your permission i d like to send you a brief letter that will tell you why mlm doesn t work for most people and will then introduce you to something so new and refreshing that you ll wonder why you haven t heard of this before i promise that there will be no unwanted follow up no sales pitch no one will call you and your email address will only be used to send you the information period to receive this free life changing information simply click reply type send info in the subject box and hit send i ll get the information to you within NUMBER hours just look for the words mlm wall of shame in your inbox cordially mark r sherman p s someone recently sent the letter to me and it has been the most eye opening financially beneficial information i have ever received i honestly believe that you will feel the same way once you ve read it and it s free irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,1
673,gary lawrence murphy ok but only if you also meant religious and alcoholic extremes since it was my quip i ll point out that i used the term alcoholism implying addiction i drink i m not an alcoholic most people who drink don t go to aa meetings most people who go to aa meetings do try very hard not to drink as to religion i think it is harmful and risky in almost any degree were i single i might consider potential mates who partook of the less irrational or more light hearted religions a unitarian or buddhist might be an example of the first a wiccan of the second but someone who is both irrational and serious about that irrationality strikes me as a bad choice of partner moreso than someone who was addicted to some drug alcoholics and drug addicts at least have the sense to battle their problem and to keep their children from suffering it the religious revel in their irrationality and want to raise their children in it that s a difficult difference for two parents to reconcile fortunately i am long and happily enamored of someone who has no religious tendencies _________________________________________________________________ send and receive hotmail on your mobile device URL ,0
2679,NUMBERtjtrNUMBER NUMBERfkkmNUMBERaczbNUMBER NUMBERpelNUMBER hyperlink wetbits hyperlink golden shower extravaganza hyperlink enter unbelievable sex acts hyperlink she can pee all day cock craving teens squirm around covered in pee with a throbbing cock buried to the hilt slippery anal whores getting wet spread em peegirl hyperlink enter sex crazed peegirls ride cock all day while pissing fountains on their partners peegirls that can t get enough cum sucking off dick after dick horny sluts spreading them for every tom dick and cock to come in hyperlink ultra hardcore action hyperlink teenage peegirls hyperlink wild pee parties hyperlink bizarre videos hyperlink illegal action hyperlink hidden pee cams hyperlink enter wetbits NUMBERztqiNUMBER NUMBERojtoNUMBERtmviNUMBER NUMBERunkhNUMBERatycNUMBER NUMBERuucuNUMBERoeebNUMBER lNUMBER,1
736, from bitbitch URL mailto bitbitch URL burbank says the tax would reach only a pre selected group of consumers who are wealthier than those who drink drip so he s been pitching it as a modern day robin hood tax where the needy get a dime every time the affluent spend NUMBER to NUMBER on an espresso the people who pour the espresso aren t rich an interesting issue might be how it affects employment still it is a NUMBER or less sales tax that might not make that big of a difference the costs of tracking revenue and collecting the tax might be onerous worse than the cost of the tax itself me i hate coffee anyway but if they put a NUMBER can tax on diet dr pepper i might have to start buying them in oregon yes i drink that much diet dr pepper ,0
