text,labels
"America: Where an unarmed black teen gunned to death by the cops isn't seen as a victim, but a white kid on a shooting spree is. #Ferguson",0
"Right now in #Ferguson, MO following the killing of 17-year-old #MikeBrown http://t.co/caqdthrkq0",0
"""Your right to assemble is not being denied."" Police are telling #Ferguson residents now that everything is totally cool. It's not.",0
The Dept. of Justice has made it official: The agency has opened a civil rights investigation into the #MikeBrown shooting. #Ferguson,0
LAPD kills young black man days after #Ferguson shooting http://t.co/3uEQTOPBWo http://t.co/gfJixdRY8t,0
"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi",0
"""We are being forced to leave.""
""With guns to our face.""

#Ferguson
http://t.co/7QTY8soT46",0
Georgia Rep. Hank Johnson proposed legislation on Thursday aimed at demilitarizing domestic police forces. http://t.co/JZFYPlfS3U #Ferguson,0
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",1
"World of difference: police walking with protesters, wearing normal uniforms, state Highway Patrol chief hugging it out. #Ferguson",0
Who is in Ferguson? Who can livestream? Who can tweet? The world needs to know what is going on. Let's show them. #Ferguson #OpFerguson,0
Your friendly local police department. Protect and Serve. #Ferguson http://t.co/LIUfLlnXXK,0
How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson http://t.co/jG3hGJRAuC,0
So basically #Ferguson PD hijacked what was supposed to be a press conference about Darren Wilson to call Michael Brown a criminal #NMOS14,1
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB",1
#Ferguson or Afghanistan? Powerful evidence of growing militarization of US police forces. http://t.co/luG1gwAfEG http://t.co/ugNQTlj0le,0
Protesters in #Palestine and #Ferguson shot with the same teargas canisters. wow. #FreePalestine #JusticeForMikeBrown http://t.co/BFsk31CK1A,0
"#Ferguson police refuse to say who killed Michael Brown, but release looting suspects' names, ages, &amp; home addresses: http://t.co/NUVVp9vIGs",0
Because the news outlets are blatantly LYING about #MikeBrown murder and ignoring the clear coverup and militarization of #Ferguson,0
"Unfollow me NOW if you're like ""Why was he running?"" or tweeting ANY justification 4 the murder of #MikeBrown by #Ferguson cops.",0
Palestinians in #Gaza/West Bank have been showing support for #Ferguson. Even offering tips on dealing with teargas. http://t.co/Gc6ykBMU1l,0
Bad craziness. RT @FOX2now #STL SWAT has weapons drawn in #Ferguson protest in broad daylight w/ media attending http://t.co/cgCpydG4E2,0
#Ferguson police say Michael Brown fit description of strong-arm robbery suspect  http://t.co/bxXMNDzhe6,1
"""Please don't let me die."" #kimanigray #lastwords #policeagression #ferguson #michealbrown http://t.co/9oZNLJHg0n",0
The streets of #Ferguson look a little different tonight. | AP Photo http://t.co/sHcsZtAs3v,0
Are we supposed to be cool &amp; remain calm when the police after MURDERING a teenager SLANDER him to hide the killing behind racism? #Ferguson,1
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,1
"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",0
Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh,0
"Every incident report I've seen says ""the suspect was X,"" ""the suspect did Y."" On the #Ferguson report, #MikeBrown is ALREADY NAMED. HOW??",1
Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,0
"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",1
"Stephen Hawking's boycott hits Israel where it hurts;
rejection comes from a famous scientist now
#Ferguson  #Gaza http://t.co/QrWnHpE2cI",0
I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,0
"So Americans think excessive police presence in #Ferguson was too much

How do you stop hooligans from looting? Ice Cream Truck and songs?",0
"Before his death #MikeBrown told his mother, ""The world will know who #MichaelBrown is!"" #Ferguson",1
Wow  RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/wgnDJbEaGV,0
Police of #Ferguson murdered a boy in cold blood. Now they're spinning the story &amp; intimidating the community into silence.,0
"http://t.co/Qwgr0uMaX4 Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting #FergusonRiot",1
"When a policeman asks 'why are you filming?' ...
#tcot #uniteblue #teaparty #gop #ferguson http://t.co/3Dlod16f5I",0
Tell @TheJusticeDept to rigorously investigate &amp; prosecute all #Ferguson police involved in execution of #MikeBrown http://t.co/Z6PmH1EBdX,0
Ferguson police chief speaks with protesters early Friday am. #ferguson http://t.co/uFHeK4MyxT,0
The streets of Times Square have been taken over. Literally. #NMOS14 #ferguson https://t.co/ZnzqFhDdNI,0
"#Ferguson #WeArePeace Met a young man who told me, ""We aren't here for colors. Black isn't a color, We are all Equal  http://t.co/yO18uiiOPZ",0
Still conflicting reports about death of the witness. Police say it's not true. Tempers are rising here in #Ferguson http://t.co/nbbr7XvJxk,0
You can say what you want about #MikeBrown but that doesn't make him guilty. That police officer though? He killed him. #Ferguson,0
Stand down of riot cops in #Ferguson sends a powerful message - de-militarize police departments across America NOW. #HandsUpDontShoot,0
"Capt. Ron Johnson leads #Ferguson protestors through a peaceful night #RonJohnson #leader
http://t.co/JpUnwUsN6f http://t.co/Vl504sVOaE",0
Love. #ferguson https://t.co/CKUpWXYjkC,0
There was only one TV reporter at #Ferguson protests last night. Most left earlier fearing violence. Yet only violence was cop's bullets!,1
#JusticeForMikeBrown: Powerful photos from the #Ferguson police protests http://t.co/PfZ0GIAxE1 http://t.co/I4x6KRgnHE,0
"Q: Why did he stop Michael Brown? ""Because he was walking down the middle of the street,"" #Ferguson chief says.",1
How did suburban cops in #Ferguson get weapons of war? Get the facts on the 1033 program: http://t.co/j99ubusJMc http://t.co/PnkeYtRTCu,0
"Iconic: USA shirt, bag of chips in one hand, other throws back tear gas cannister at police by @kodacohen http://t.co/wsEu4sJ35P #Ferguson",0
One photo was taken in a failed state whose people live under martial law. The other is from Iraq. #Ferguson http://t.co/2UyiWNNZi9,0
Just did a google map search. There are 2 Quick Trips in #Ferguson and they are on opposite ends of the town. Did #MikeBrown teleport?,1
Crazy RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/0rmR6PhSvi,0
"The whistleblower, a white man who went by the name of ""Lonewolf,"" said Black people should be allowed to shop w/o harassment. #Ferguson",0
"People are angry, frustrated but peaceful tonight in #Ferguson. The police dept's heavy handed approach made things worse. Leaving was good.",0
"The officer who shot #MikeBrown did NOT know he was a suspect in a robbery, according to #Ferguson police chief. They were not related.",1
"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",0
"Lawyer for Dorian Johnson, eyewitness to #MichaelBrown shooting, tells me they will meet with both FBI and county prosecutor today #Ferguson",0
#Ferguson police chief now says that the robbery DOES NOT relate to the initial contact between Darren Wilson and Michael Brown,1
Times Square right now for #Ferguson #MichaelBrown http://t.co/m0e1eFJet2,0
"R.I.P. #MikeBrown.

Innocent teen murdered by #Ferguson police.

#RETWEET for respect &amp; spreading his story. http://t.co/JMlG8ePjEj",0
I can't stomach another #justicefor campaign. Real justice isn't a conviction. It's black ppl not being used for target practice. #Ferguson,0
"I asked PD about charges that ppl were tear gassed on their porches. Said ""we were too. Depends on how wind is blowing."" #ferguson",0
RT @FOX2now: The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/WZjhZvwhSm,0
Interview with mother of victim. The police wouldn't let her ID her own son http://t.co/jUonPxq4TW #Ferguson,0
"Per @themarkberman: As of this AM, witness Dorian Johnson has still not spoken to St. Louis County PD despite ""numerous attempts"" #ferguson",0
"Muslims butchering Muslims=no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1
#ferguson
#tcot",0
"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2 http://t.co/78QURveWvK",0
This. Breaks. My. Heart. http://t.co/YNJTtCXhfJ #Ferguson,0
#Ferguson #MikeBrown RT @cjayconrod: Day 2 of making bag lunches for protesters &amp; volunteers. http://t.co/nCnHHLMWOB,0
How did the U.S. police get the weapons + tactics we're seeing in #Ferguson? See our report https://t.co/fGfa17WplH #JusticeForMikeBrown,0
RT @manofsteele: Man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen http://t.co/tBIacVzMKE,0
Supposedly there might be one or two witnesses who have the shooting or part of the shooting recorded on their phones. #Ferguson,1
So lets recap. No dashboard cam of the incident. But definitely photos of Michael Brown in a store. Funny how that happens #NMOS14 #Ferguson,1
"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",1
Not just Mike Brown… Second police shooting in #Ferguson leaves man in critical condition http://t.co/uZpgcJK0bB,1
"Hard to believe this guy assaulted a cop. 😂😂😂 

#Ferguson http://t.co/J86VLXnZF6",1
"How can you not be moved by the people of #Ferguson

https://t.co/iQKZ13M3SQ",0
This is incredible. A witness to the Michael Brown shooting live tweeted the entire event. #Ferguson https://t.co/ERK7dqguVI,0
Key point: Officer Wilson was not aware that #MikeBrown was a robbery suspect. It will be key in establishing his state of mind. #Ferguson,1
"PLEASE DONT TRY TO BUY ME OUT, MONEY OR ANYTHING. MY STORY IS FOR JUSTICE. #Ferguson http://t.co/zL7bNqls22",0
"""The 18 year old victim had no weapon and his hands in the air and was still shot multiple times."" https://t.co/kTIEq8TkkC #Ferguson",0
WELP! RT @TUSK81: #Ferguson chief says officer Darren Wilson devastated. Mike Brown unavailable for comment about his feelings because dead.,0
#BREAKING here's copy of joint statement from US Attorney re: #MikeBrown #Ferguson @kmov http://t.co/AQNT2X55tS,0
"Putting out a specific call again: this story should be told by Black youth, from #Ferguson. If that's you, we have a platform, get at me",0
Wait wasn't Michael Brown stopped because of a routine patrol? Police can't even keep their stories straight. #Ferguson @OpFerguson,1
"Ppl in #Ferguson v sensitive to media descriptions of rioting, so worth noting: only behavior accurately described as such happened Sun.",0
"""I know his initial contact was not related to the robbery,"" #Ferguson chief says. ""It was related to blocking the road.""",1
"As all eyes r on the police murder of #MikeBrown in #Ferguson, 3 more unarmed Americans killed by police in LA, Dallas &amp; Tulsa in past week.",0
even in Afghanistan we never pointed our rifles at civilians there is something seriously wrong with the police in #Ferguson,0
There's cameras on every corner of the hood.  Let's out cameras on every cop.  What do you have to hide? #Ferguson http://t.co/76T6HmnsnS,0
This would help tremendously. #mikebrown #Ferguson http://t.co/FNVnuZLWd1,0
Watching #Ferguson being on the verge of imposing martial law is far better than any reality TV. Tune in now: http://t.co/7QTY8soT46,0
Highway patrol helps restore calm in #Ferguson http://t.co/6auIQchChQ http://t.co/7fXWeQrnzk,0
"Snipers rifles aimed at unarmed American citizens right now in St. Louis, MO. #Ferguson http://t.co/us4dcQ8CxC",0
"While the initial looting in #Ferguson was deplorable, it's clear the town is now the victim of a huge militarized police state exercise.",0
"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/qxvFf6BaWX",0
"#Gazans advise #US protesters on #Twitter http://t.co/bIlucMYbwh

#Ferguson #FreePalestine #presstvgaza http://t.co/7RhD2CQgpa",0
Welp... RT @MistyPrest: Attorney of #Ferguson Market owners never called the police. Said police came TODAY to get their footage. Hm.,0
Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R,0
Cops have changed since I was a kid #Ferguson #photo http://t.co/qq3m6BI4c6,0
"#Ferguson police chief has ""no doubt that the investigation will be conducted impartially."" Well WE ALL HAVE SERIOUS DOUBTS. #MikeBrown",0
"So since we now know the officer knew nothing abt a robbery, we must ask why those tapes were released? #Ferguson. But we know why.",1
"Yes @stltoday describe people protesting police officer killing Michael Brown as ""mob"". Then, edit, ""crowd"" #ferguson http://t.co/xG3Hm8JLWy",0
The Civil Rights Act is 50 years old. These two pictures were taken 50 years apart. Behold our progress. #Ferguson http://t.co/8PNn8eteO2,0
"Family of Michael Brown slams #Ferguson police chief's ""devious"" attempt to ""blame the victim"" http://t.co/4V3uWtShQH http://t.co/GBnglBgJmo",1
"#MorningReads: Terrifying result of police militarization on display in #Ferguson, MO http://t.co/hpJPTohzzi",0
"We have a lot of work to do. 

From @tnr: ""White St. Louis Has Some Awful Things to Say About #Ferguson"" http://t.co/i856G2iRZk",0
"This is not a ""black"" loss. This is a loss for America, and everyone should be concerned, outraged &amp; involved. #Ferguson",0
This #Ferguson PD chief press conference is AMAZING... he just ADMITTED Darren Wilson stopped him bc of the jaywalking.,1
Full *Redacted* police report on #MikeBrown and #Ferguson http://t.co/Tn27pdWOVq,0
"A white man in Dallas set a fire, lured firefighters to the scene, shot 15 rounds at them last night...still alive. #Ferguson",0
"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown.",1
How the federal government is militarizing police departments: http://t.co/IhP182VMRo #Ferguson,0
BREAKING NEWS: NAME OF OFFICER WHO SHOT #MIKEBROWN - OFFICER DAREN WILSON - #Ferguson,1
"It's a lot more quiet here at #qt as Capt. Johnson speaks. One guy just yelled ""we want answers."" #ferguson #ksdk http://t.co/XpWHqqvzl6",0
"Solidarity from London to #Ferguson 
Vigil on Sunday 17th, outside US embassy http://t.co/dFIInwpL8u",0
Happening now in #Ferguson http://t.co/w8r9FTl4Kb,0
#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery: http://t.co/KSXV15Y5yw http://t.co/qi7Z5SUWtS,1
"When you see citizens as enemies... RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/xTwwfXC8zy""",0
"Police announce ""your right to demonstrate is not being obstructed"" #Ferguson",0
Is that a bag of chips?! #REAL RT @GinoTheGhost: May be the dopest photo of the year #Ferguson http://t.co/ZxF3zhbjHb,0
"Saw #Ferguson for myself. #justiceformichaelbrown Photos from me &amp; the people here:
http://t.co/LWqwJzm06F",0
Bottom line: cops are supposed to use deadly force only when lives are at risk. You don't shoot robbery suspects. #Ferguson,1
"Oh, a suspect in a robbery? That changes everything. Everyone knows summary execution is the penalty for suspicion of robbery #Ferguson",1
Police in #Ferguson once charged a man for bleeding on their uniforms after 4 of them beat him http://t.co/op11jbVEUq http://t.co/crECAGF4t0,1
"Tell me again how this guy points loaded rifle at cops w impunity &amp; unarmd black men get killed #Ferguson

#UniteBlue http://t.co/QBldRbRKBO",0
"2nd police-involved shooting reported in #Ferguson, Mo., overnight http://t.co/VezLQ498BZ",1
#Ferguson Police Department Release First Official Statement On Shooting Of Mike Brown http://t.co/FIbarj06cz #JusticeForMikeBrown,0
Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?,1
"Favorite this now: In the next week, we will hear about EVERY transgression #MikeBrown has ever had since soiling his diapers. #Ferguson",0
"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",1
"Murder math, #Ferguson edition.

Via @KattPackAllDay... I think. http://t.co/XrF2Vm8GRV",0
The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,0
This is the police presence at a peaceful protest - in the USA. #Ferguson right NOW!!  WTF!!! http://t.co/PzBjoRoale,0
"#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms http://t.co/JUQ3pKvbCm http://t.co/pByb9IUqew",1
"""This is not just a north side problem or a black problem, this is a St. Louis problem"" - Tom Naerper #Ferguson http://t.co/VYF5whVBRo",0
"The oppressed stands with the oppressed.

#Palestine stands with #Ferguson. http://t.co/OAubDhcxeW",0
St. Louis: Unarmed teenager #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/cmaG8mnMiP,1
"The law enforcement show of force in #Ferguson is more heavily-armed than some of my patrols were in active war zones. 

Think about that.",0
You release the robbery report and not the shooting report? Do you think we don't see you?#Ferguson PD?,1
Let me be very clear: The #Ferguson police and America are playing with fire if there is an attempt to justify the murder of #MikeBrown,0
COUNTDOWN: One hour until #Ferguson police release the name of the officer that shot #MichaelBrown.,1
"This guy shot 11 people, including a Congresswoman and a judge. He was apprehended alive. #Ferguson #MikeBrown http://t.co/748RLbZ0Fr",0
"WE OUT HERE IN #Ferguson cleaning up OUR city ! Handing out water, Gatorade, snacks, &amp; cleaning supplies #MikeBrown http://t.co/zmMRWFF0Ch",0
O holds a press conf over a #Ferguson thug being killed while the honorable Gen.Harold Greene goes unmentioned. #tcot http://t.co/7j4HILwAst,0
Left: police that #Obama condemned under Yanukovych. Right: #Obama's police in #Ferguson. #Hypocrisy #USA #Ukraine http://t.co/9x4PBwQ0Sg,0
"""Is that a tank?!?"" As older black woman asks as cops move in #Ferguson",0
Volunteers out cleaning up community #MikeBrown #Ferguson #FergusonRiot http://t.co/3IHN3VU1hD,0
#Ferguson is locked down hard. We're parking and going in on foot.,0
Rev Jesse Jackson leading procession to shooting site. #Ferguson #MichaelBrown @stltoday http://t.co/ElWD9jGEFA,0
Police in St. Louis County say an officer shot and critically wounded a suspect early this morning near #Ferguson http://t.co/htLmEiuCS5,1
"Police now on the move, advancing on the crowd. #MikeBrown #Ferguson",0
"Muslims butchering Muslims no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1
#ferguson
#tcot",0
"Downtown Kandahar, Afghanistan, I think. Or #Ferguson, Mo. Someone help with location. http://t.co/wLpoEPDnqJ",0
Americans are 8 times more likely to be killed by a police officer than by a terrorist. #Ferguson,1
"The difference between ""unrest"" and ""patriotism"" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch",0
"Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown #ferguson",1
They didn't give the chief no type of time to rehearse his lines and now he stuck looking like... #Ferguson http://t.co/2fL1yMZFUQ,0
#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM,0
Overkill in #Ferguson. Officer won't answer my question about why this is needed. http://t.co/iSPsP1Rxa1,0
#Ferguson officials to release name of cop who shot Michael Brown on Friday http://t.co/x0P9yUhzUU http://t.co/Gk2DxncNov,1
"#ThatAwkwardMoment when the #Ferguson police chief admits that #MikeBrown was stopped for walking in the road.

#p2 http://t.co/6giGtKQgaB",1
#Ferguson Police’s PR Stunt Poisons Indie &amp; Impartial Investigation #JusticeForMikeBrown https://t.co/5pNJE6s0nE http://t.co/U1pueEjkPG,0
"URGENT: The only 2 livestreams just went down, police is using jammers in #Ferguson. This is far beyond a police state.",0
"Police are demanding protesters disperse. ""this is not up for discussion. Return to your vehicles. Return to your homes."" #Ferguson",0
"Shot ten times.
Unarmed.
What else is there to talk about?
#StopTheSmear #Ferguson",1
"Happening now: Denver, Colorado. #NMOS14 #Ferguson http://t.co/rJMXsvMjj5",0
This is all so disturbing #DONTSHOOT #Ferguson #MikeBrown something needs to be done but it aint riots. Peaceful acts. We have to value life,0
"Statement from St. Louis County Police Officers Assoc., saying @GovJayNixon put officers lives in danger. #Ferguson http://t.co/plnDpI5uRE",0
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,1
"The ""Robbery"" Incident Report released by #Ferguson PD today is sketchy at best. What stood out? NAMING #MikeBrown. How did they know?",1
Easily 50+ officers asking protesters to leave in #Ferguson over #MikeBrown rally #kmov http://t.co/RBkfloalhF,0
Important new image in #Ferguson via @leisazigman. http://t.co/V8zlGQNDJI,0
#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.,1
#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspect http://t.co/SbpxzwwZWs,1
"Again, please don't go to http://t.co/kDcuBRTXBo *unless* you want your IP logged. http://t.co/8yp3f6xv07 (big props to @plussone) #Ferguson",0
"""What happened in #Ferguson doesn't contradict America's racial narrative. It illustrates it."" http://t.co/337F1OD330",0
"Riots hurt property values and ruin communities. Deters business from coming--then same ""activists"" complain, ""No jobs!""
#Ferguson 
#tcot",0
What a difference a day makes. http://t.co/7ojFubJi93 #Ferguson http://t.co/bnUftyC9Bi,0
"You guess photo of war? Yes, you are right. This is a war between oppressor &amp; oppressed. #Ferguson #MikeBrown http://t.co/74TvAG92CR",0
"Despite the latest blunder of the #Ferguson police department, I am hopeful for another night of #PeaceInFerguson.",0
Right now in #ferguson https://t.co/M0yp0a2Wwv,0
Here is a collection of debris I found in #Ferguson yesterday there were tons more rubber bullets @mattdpearce http://t.co/aE3y1Z14BW,0
"Reminder that this is legal, but young unarmed black men are threatening and make us ""uncomfortable""  #Ferguson http://t.co/VbRyW7J9nR",0
Banner of all the lives stolen by law enforcement nation wide. #ferguson http://t.co/pcNfELqEat,0
URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,1
"Nothing screams action like placing pressure on the head of the city, Mayor Knowles. Call or email him! #Ferguson http://t.co/CvTxppaWWN",0
"Police fire tear gas at protestors for the third night in a row in Ferguson, Mo. #Ferguson #MikeBrown http://t.co/BEoZT5yjkU",0
PHOTOS: Americans across the country hold vigil for Michael Brown http://t.co/ARiaNz0b30 #NMOS14 #Ferguson http://t.co/l3mhbzJ139,0
The City Is Ours #NYC #Ferguson #HandsUpDontShoot https://t.co/0XQAlczZVo,0
Hope replaces tear gas in #Ferguson http://t.co/OLTozbftqW http://t.co/Jzci5COXo1,0
The Mound City Bar Association is offering pro-bono representation to all witnesses of #MikeBrown shooting. #Ferguson,0
For people who profess to LOVE the constitution - they sure VIOLATE it A-lot! #Ferguson #MikeBrown #HandsUpDontShoot,0
When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown: http://t.co/HrVKxjM3RR #MikeBrown #Ferguson http://t.co/tT0lYR8yCB,0
Technology can be used to expand democracy or enforce tyranny. Where we draw the line matters. #Ferguson http://t.co/d0DUaTczyW,0
"""Our problem is not with Hamas. Our problem is not in Iraq. Our problem is in #Ferguson!"" - Anthony Shahid http://t.co/o1dZ3LDHdg",0
"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",1
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/A4RJS4unlx,0
Tell Congress to demilitarize local police departments! &gt; &gt; &gt; http://t.co/HhTrkPtXwx #Ferguson http://t.co/Mh3jjXO1sG,0
"#Ferguson vs #BundyRanch 

See the difference? http://t.co/zKEMY38Uds",0
"Our account from the ground in #Ferguson
Protesting 4 #JusticeForMikeBrown? Know your rights https://t.co/bqWdKblUoM http://t.co/A60AYAS1GV",0
There's still no justification stated for #MikeBrown to be shot to death. #Ferguson,0
More police cars heading into #Ferguson https://t.co/cguoQrqjCn,0
"Because, of course, when someone commits a robbery they stroll down the middle of the street where everyone can see them. #Ferguson",1
Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,0
Swat team in #Ferguson have state mandated 'murder insurance' to protect them from lawsuits if they kill anyone.,1
"It's incredibly upsetting hearing about the execution of children by the authorities in Iraq, Gaza, and Missouri. #MikeBrown #Ferguson",0
"Police still at one end of W. Florissant, protesters now at Greater St. Mark Church. #Ferguson p/v @JustinGlawe http://t.co/ujLgUmKLNS",0
A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/BpMH784CFR,0
The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,1
"Call out to STL Co police: only can confirm a person shot on Chambers, and is down. No word on alive or dead, or why. #Ferguson",1
Chief seems to make it very clear that shooter did NOT write an incident report. 5th Amendment. #Ferguson,1
End police brutality sign at #mikebrown memorial in #ferguson http://t.co/WH4Olf3W2v,0
So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson http://t.co/GSaYdYUhJr,1
"Don't Worry We're From the Internet....

#Ferguson http://t.co/wb8CD2YAOr",0
Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.,0
The face of Black America each time @donlemon speaks about or to us. #Ferguson #MikeBrown http://t.co/7mFxnTT3Qd,0
"Stay safe, #Ferguson. RT @ryanjreilly: I counted 70+ SWAT officers. Guns trained on crowds. Insanity. http://t.co/5kkGZfX6K7",0
"Police move in, telling people move or be arrested.  People asking ""What for?"" ""Just move"" #Ferguson @vicenews http://t.co/p5tCD5HDSu",0
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",1
"Rest in Peace, Michael Brown. 17 forever.

#Ferguson http://t.co/fMq9mJRwtL",0
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,1
JUST IN: @ksdknews has confirmed #MikeBrown did not have have a criminal record. #Ferguson,0
JUST IN: #Ferguson police identify officer who shot Michael Brown http://t.co/ynEjjl1uD1,1
"Man in flag shirt, holding a bag of chips, throws flaming can of tear gas BACK at #Ferguson police. My new hero. http://t.co/ryj6QkaF1w",0
Don't believe shit you see on TV. Residents of #Ferguson LIVE TWEETED this entire ordeal and we watched it unfold.,0
The live stream from #Ferguson is back up and running. Watch here while you can: http://t.co/7QTY8soT46,0
"""Don't shoot! Don't shoot!"" #ferguson https://t.co/5PjPp1jdiL",0
When #Ferguson is just a town again - not a Twitter trend or a news story - a mother will still be without her son. http://t.co/mieUXka06T,0
#Ferguson police have brought dogs into neighborhood. Residents protest with hands in the air. Tension is growing... http://t.co/BxYIsHHjnE,0
Local prosecutor deciding whether to charge killer cop thinks #Ferguson cops were doing a great job this week. DANGER,0
Everyone was out to support. #MikeBrown #Ferguson #UnionSquare #nyc4stl http://t.co/z3VT5Sf51v,0
#Ferguson PD releases robbery incident report smearing #MikeBrown but not shooting incident report. Did they think we wouldn’t notice?,1
Destruction of property and destruction of life are false equivalents. #MikeBrown #Ferguson,0
"PHOTOS:: #Ferguson, Missouri, looks like a war zone http://t.co/wXClUFvfXH http://t.co/X0ScvTtUA2",0
"White ""anti-looting"" high-horse riders listen up! Read &amp; follow @ProfessorCrunk
http://t.co/L8DTcZCOvQ
#Ferguson http://t.co/kNmvT8S2hb",0
Chief Jackson: officer Darren Wilson stopped #MikeBrown initially because he was in the street and blocking traffic. #Ferguson,1
Morning in #Ferguson http://t.co/UzDihpw6M5,0
Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting http://t.co/caOWNddXxa,1
"""#Ferguson PD charged a man with destruction of property for bleeding on their uniforms while 4 officers beat him."" http://t.co/x4K1rHyXdn",1
People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM,0
"""The officers were literally putting hands on media personnel, throwing people..."" http://t.co/7QTY8soT46 #Ferguson",1
These 3 words say it all. #ferguson #MikeBrown http://t.co/Wuzy0YVEUg,0
"RETWEET!!! Before any cops were called, before anyone knew he was killed! One of them is his killer #ferguson http://t.co/MGqiSoj1Ab",0
Some signs from the earlier shutdown of West Florissant in #Ferguson http://t.co/ATqNIOoQNS,0
"Classes started at 8am, but by 7am #MichaelBrown would be there waiting, eager http://t.co/SVaqe4vR2V #Ferguson http://t.co/P3ubd08DB8",0
Going to a protest? Know your rights. http://t.co/e9HgbMTq0Y #ferguson #JusticeForMikeBrown http://t.co/czokepXsiQ,0
Current situation in #ferguson http://t.co/plUngrLNQY,0
"If you're recording in video #ferguson, please use apps like Bambuser that record to a server so it can't be deleted if your phone is seized",0
"Occupation is a CRIME, #Ferguson to #Palestine! AntiWar Committee Chicago #StandWithFerguson #MikeBrown @AntiWarMN http://t.co/ll01iPsiPU",0
What the media won't show #Ferguson #MikeBrown @zellieimani @SpookPacShakur @AntonioFrench @elonjames @WesleyLowery http://t.co/ohtjw2Kiav,0
